TenantId,AccountId,AccountType,AdditionalFields,RawEventData,ReportId,ObjectId,ObjectType,ObjectName,ActivityObjects,ActivityType,UserAgent,ISP,City,CountryCode,IsAnonymousProxy,IsExternalUser,IsImpersonated,IPAddress,IPCategory,IPTags,OSPlatform,DeviceType,IsAdminOperation,AccountDisplayName,AccountObjectId,AppInstanceId,ApplicationId,Application,ActionType,UserAgentTags,TimeGenerated,Timestamp,AuditSource,LastSeenForUser,OAuthAppId,SessionData,UncommonForUser,SourceSystem,Type
tenant-lab-001-a000-0000-0000-000000000001,samira.holt@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-4"",""SensitivityLabel"":""Internal""}",rpt-cloud-n4,obj-sp-n4,File,/sites/IT/Shared Documents/Document4.docx,"[{""Name"":""Document4.docx"",""Type"":""File"",""Id"":""file-id-n4""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.16.55,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Samira Holt,oid-samira-holt-6666,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T12:28:00Z,2026-05-28T12:28:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-4"",""CorrelationId"":""corr-noise-4""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,morgan.kim@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-5"",""SensitivityLabel"":""Internal""}",rpt-cloud-n5,obj-sp-n5,File,/sites/Engineering/Shared Documents/Document5.docx,"[{""Name"":""Document5.docx"",""Type"":""File"",""Id"":""file-id-n5""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.11.33,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Morgan Kim,oid-morgan-kim-2222,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T13:35:00Z,2026-05-28T13:35:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-5"",""CorrelationId"":""corr-noise-5""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,alex.park@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-6"",""SensitivityLabel"":""Internal""}",rpt-cloud-n6,obj-sp-n6,File,/sites/HR/Shared Documents/Document6.docx,"[{""Name"":""Document6.docx"",""Type"":""File"",""Id"":""file-id-n6""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.12.88,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Alex Park,oid-alex-park-3333,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T14:42:00Z,2026-05-28T14:42:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-6"",""CorrelationId"":""corr-noise-6""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,priya.nair@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-7"",""SensitivityLabel"":""Internal""}",rpt-cloud-n7,obj-sp-n7,File,/sites/Finance/Shared Documents/Document7.docx,"[{""Name"":""Document7.docx"",""Type"":""File"",""Id"":""file-id-n7""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.14.22,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Priya Nair,oid-priya-nair-4444,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T15:49:00Z,2026-05-28T15:49:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-7"",""CorrelationId"":""corr-noise-7""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,liam.chen@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-8"",""SensitivityLabel"":""Internal""}",rpt-cloud-n8,obj-sp-n8,File,/sites/Marketing/Shared Documents/Document8.docx,"[{""Name"":""Document8.docx"",""Type"":""File"",""Id"":""file-id-n8""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.15.44,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Liam Chen,oid-liam-chen-5555,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T16:56:00Z,2026-05-28T16:56:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-8"",""CorrelationId"":""corr-noise-8""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,samira.holt@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-9"",""SensitivityLabel"":""Internal""}",rpt-cloud-n9,obj-sp-n9,File,/sites/IT/Shared Documents/Document9.docx,"[{""Name"":""Document9.docx"",""Type"":""File"",""Id"":""file-id-n9""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.16.55,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Samira Holt,oid-samira-holt-6666,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T17:03:00Z,2026-05-28T17:03:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-9"",""CorrelationId"":""corr-noise-9""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,morgan.kim@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-10"",""SensitivityLabel"":""Internal""}",rpt-cloud-n10,obj-sp-n10,File,/sites/Engineering/Shared Documents/Document10.docx,"[{""Name"":""Document10.docx"",""Type"":""File"",""Id"":""file-id-n10""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.11.33,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Morgan Kim,oid-morgan-kim-2222,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T08:10:00Z,2026-05-28T08:10:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-10"",""CorrelationId"":""corr-noise-10""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,alex.park@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-11"",""SensitivityLabel"":""Internal""}",rpt-cloud-n11,obj-sp-n11,File,/sites/HR/Shared Documents/Document11.docx,"[{""Name"":""Document11.docx"",""Type"":""File"",""Id"":""file-id-n11""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.12.88,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Alex Park,oid-alex-park-3333,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T09:17:00Z,2026-05-28T09:17:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-11"",""CorrelationId"":""corr-noise-11""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,priya.nair@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-12"",""SensitivityLabel"":""Internal""}",rpt-cloud-n12,obj-sp-n12,File,/sites/Finance/Shared Documents/Document12.docx,"[{""Name"":""Document12.docx"",""Type"":""File"",""Id"":""file-id-n12""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.14.22,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Priya Nair,oid-priya-nair-4444,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T10:24:00Z,2026-05-28T10:24:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-12"",""CorrelationId"":""corr-noise-12""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,liam.chen@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-13"",""SensitivityLabel"":""Internal""}",rpt-cloud-n13,obj-sp-n13,File,/sites/Marketing/Shared Documents/Document13.docx,"[{""Name"":""Document13.docx"",""Type"":""File"",""Id"":""file-id-n13""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.15.44,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Liam Chen,oid-liam-chen-5555,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T11:31:00Z,2026-05-28T11:31:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-13"",""CorrelationId"":""corr-noise-13""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,samira.holt@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-14"",""SensitivityLabel"":""Internal""}",rpt-cloud-n14,obj-sp-n14,File,/sites/IT/Shared Documents/Document14.docx,"[{""Name"":""Document14.docx"",""Type"":""File"",""Id"":""file-id-n14""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.16.55,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Samira Holt,oid-samira-holt-6666,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T12:38:00Z,2026-05-28T12:38:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-14"",""CorrelationId"":""corr-noise-14""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,morgan.kim@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-15"",""SensitivityLabel"":""Internal""}",rpt-cloud-n15,obj-sp-n15,File,/sites/Engineering/Shared Documents/Document15.docx,"[{""Name"":""Document15.docx"",""Type"":""File"",""Id"":""file-id-n15""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.11.33,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Morgan Kim,oid-morgan-kim-2222,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T13:45:00Z,2026-05-28T13:45:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-15"",""CorrelationId"":""corr-noise-15""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,alex.park@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-16"",""SensitivityLabel"":""Internal""}",rpt-cloud-n16,obj-sp-n16,File,/sites/HR/Shared Documents/Document16.docx,"[{""Name"":""Document16.docx"",""Type"":""File"",""Id"":""file-id-n16""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.12.88,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Alex Park,oid-alex-park-3333,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T14:52:00Z,2026-05-28T14:52:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-16"",""CorrelationId"":""corr-noise-16""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,priya.nair@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-17"",""SensitivityLabel"":""Internal""}",rpt-cloud-n17,obj-sp-n17,File,/sites/Finance/Shared Documents/Document17.docx,"[{""Name"":""Document17.docx"",""Type"":""File"",""Id"":""file-id-n17""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.14.22,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Priya Nair,oid-priya-nair-4444,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T15:59:00Z,2026-05-28T15:59:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-17"",""CorrelationId"":""corr-noise-17""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,liam.chen@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-18"",""SensitivityLabel"":""Internal""}",rpt-cloud-n18,obj-sp-n18,File,/sites/Marketing/Shared Documents/Document18.docx,"[{""Name"":""Document18.docx"",""Type"":""File"",""Id"":""file-id-n18""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.15.44,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Liam Chen,oid-liam-chen-5555,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T16:06:00Z,2026-05-28T16:06:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-18"",""CorrelationId"":""corr-noise-18""}","{""Score"":5}",Detection,CloudAppEvents
tenant-lab-001-a000-0000-0000-000000000001,samira.holt@creditsafe.com,Regular,"{""Site"":""TeamSite"",""MembershipVerified"":true}","{""Workload"":""SharePoint"",""ListId"":""list-site-19"",""SensitivityLabel"":""Internal""}",rpt-cloud-n19,obj-sp-n19,File,/sites/IT/Shared Documents/Document19.docx,"[{""Name"":""Document19.docx"",""Type"":""File"",""Id"":""file-id-n19""}]",FilePreviewed,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0,Corp ISP Lab,Cardiff,GB,0,0,0,10.24.16.55,Corporate,"[""CorpNetwork""]",Windows,Desktop,0,Samira Holt,oid-samira-holt-6666,0,20893,Microsoft SharePoint Online,FilePreviewed,[],2026-05-28T17:13:00Z,2026-05-28T17:13:00Z,Defender for Cloud Apps,"{""LastFileDownload"":""2026-05-15""}",00000003-0000-0ff1-ce00-000000000000,"{""SessionId"":""sess-noise-19"",""CorrelationId"":""corr-noise-19""}","{""Score"":5}",Detection,CloudAppEvents
