TenantId,AttachmentCount,AuthenticationDetails,AdditionalFields,ConfidenceLevel,Connectors,DetectionMethods,DeliveryAction,DeliveryLocation,EmailClusterId,EmailDirection,EmailLanguage,EmailAction,EmailActionPolicy,EmailActionPolicyGuid,OrgLevelAction,OrgLevelPolicy,InternetMessageId,NetworkMessageId,RecipientEmailAddress,RecipientObjectId,ReportId,SenderDisplayName,SenderFromAddress,SenderFromDomain,SenderObjectId,SenderIPv4,SenderIPv6,SenderMailFromAddress,SenderMailFromDomain,Subject,ThreatTypes,ThreatNames,TimeGenerated,LastEventExecutionTime,Timestamp,UrlCount,UserLevelAction,UserLevelPolicy,BulkComplaintLevel,LatestDeliveryLocation,LatestDeliveryAction,ExchangeTransportRule,DistributionList,ForwardingInformation,Context,To,Cc,ThreatClassification,Type
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-8@mail.example>,nm-noise-8,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email-e-8,Data Platform Team,news@newsletter8.example,newsletter8.example,,10.0.0.1,,news@newsletter8.example,newsletter8.example,Newsletter 8,,,2026-05-27T14:56:00Z,2026-05-27T14:56:00Z,2026-05-27T14:56:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-9@mail.example>,nm-noise-9,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email-e-9,Data Platform Team,news@newsletter9.example,newsletter9.example,,10.0.0.1,,news@newsletter9.example,newsletter9.example,Newsletter 9,,,2026-05-27T15:03:00Z,2026-05-27T15:03:00Z,2026-05-27T15:03:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-10@mail.example>,nm-noise-10,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--10,Data Platform Team,news@newsletter10.example,newsletter10.example,,10.0.0.1,,news@newsletter10.example,newsletter10.example,Newsletter 10,,,2026-05-27T16:10:00Z,2026-05-27T16:10:00Z,2026-05-27T16:10:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-11@mail.example>,nm-noise-11,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--11,Data Platform Team,news@newsletter11.example,newsletter11.example,,10.0.0.1,,news@newsletter11.example,newsletter11.example,Newsletter 11,,,2026-05-27T17:17:00Z,2026-05-27T17:17:00Z,2026-05-27T17:17:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-12@mail.example>,nm-noise-12,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--12,Data Platform Team,news@newsletter12.example,newsletter12.example,,10.0.0.1,,news@newsletter12.example,newsletter12.example,Newsletter 12,,,2026-05-27T06:24:00Z,2026-05-27T06:24:00Z,2026-05-27T06:24:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-13@mail.example>,nm-noise-13,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--13,Data Platform Team,news@newsletter13.example,newsletter13.example,,10.0.0.1,,news@newsletter13.example,newsletter13.example,Newsletter 13,,,2026-05-27T07:31:00Z,2026-05-27T07:31:00Z,2026-05-27T07:31:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-14@mail.example>,nm-noise-14,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--14,Data Platform Team,news@newsletter14.example,newsletter14.example,,10.0.0.1,,news@newsletter14.example,newsletter14.example,Newsletter 14,,,2026-05-27T08:38:00Z,2026-05-27T08:38:00Z,2026-05-27T08:38:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-15@mail.example>,nm-noise-15,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--15,Data Platform Team,news@newsletter15.example,newsletter15.example,,10.0.0.1,,news@newsletter15.example,newsletter15.example,Newsletter 15,,,2026-05-27T09:45:00Z,2026-05-27T09:45:00Z,2026-05-27T09:45:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-16@mail.example>,nm-noise-16,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--16,Data Platform Team,news@newsletter16.example,newsletter16.example,,10.0.0.1,,news@newsletter16.example,newsletter16.example,Newsletter 16,,,2026-05-27T10:52:00Z,2026-05-27T10:52:00Z,2026-05-27T10:52:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-17@mail.example>,nm-noise-17,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--17,Data Platform Team,news@newsletter17.example,newsletter17.example,,10.0.0.1,,news@newsletter17.example,newsletter17.example,Newsletter 17,,,2026-05-27T11:59:00Z,2026-05-27T11:59:00Z,2026-05-27T11:59:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-18@mail.example>,nm-noise-18,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--18,Data Platform Team,news@newsletter18.example,newsletter18.example,,10.0.0.1,,news@newsletter18.example,newsletter18.example,Newsletter 18,,,2026-05-27T12:06:00Z,2026-05-27T12:06:00Z,2026-05-27T12:06:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-19@mail.example>,nm-noise-19,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--19,Data Platform Team,news@newsletter19.example,newsletter19.example,,10.0.0.1,,news@newsletter19.example,newsletter19.example,Newsletter 19,,,2026-05-27T13:13:00Z,2026-05-27T13:13:00Z,2026-05-27T13:13:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-20@mail.example>,nm-noise-20,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--20,Data Platform Team,news@newsletter20.example,newsletter20.example,,10.0.0.1,,news@newsletter20.example,newsletter20.example,Newsletter 20,,,2026-05-27T14:20:00Z,2026-05-27T14:20:00Z,2026-05-27T14:20:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-21@mail.example>,nm-noise-21,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--21,Data Platform Team,news@newsletter21.example,newsletter21.example,,10.0.0.1,,news@newsletter21.example,newsletter21.example,Newsletter 21,,,2026-05-27T15:27:00Z,2026-05-27T15:27:00Z,2026-05-27T15:27:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-22@mail.example>,nm-noise-22,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--22,Data Platform Team,news@newsletter22.example,newsletter22.example,,10.0.0.1,,news@newsletter22.example,newsletter22.example,Newsletter 22,,,2026-05-27T16:34:00Z,2026-05-27T16:34:00Z,2026-05-27T16:34:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-23@mail.example>,nm-noise-23,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--23,Data Platform Team,news@newsletter23.example,newsletter23.example,,10.0.0.1,,news@newsletter23.example,newsletter23.example,Newsletter 23,,,2026-05-27T17:41:00Z,2026-05-27T17:41:00Z,2026-05-27T17:41:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-24@mail.example>,nm-noise-24,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--24,Data Platform Team,news@newsletter24.example,newsletter24.example,,10.0.0.1,,news@newsletter24.example,newsletter24.example,Newsletter 24,,,2026-05-27T06:48:00Z,2026-05-27T06:48:00Z,2026-05-27T06:48:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-25@mail.example>,nm-noise-25,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--25,Data Platform Team,news@newsletter25.example,newsletter25.example,,10.0.0.1,,news@newsletter25.example,newsletter25.example,Newsletter 25,,,2026-05-27T07:55:00Z,2026-05-27T07:55:00Z,2026-05-27T07:55:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-26@mail.example>,nm-noise-26,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--26,Data Platform Team,news@newsletter26.example,newsletter26.example,,10.0.0.1,,news@newsletter26.example,newsletter26.example,Newsletter 26,,,2026-05-27T08:02:00Z,2026-05-27T08:02:00Z,2026-05-27T08:02:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-27@mail.example>,nm-noise-27,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--27,Data Platform Team,news@newsletter27.example,newsletter27.example,,10.0.0.1,,news@newsletter27.example,newsletter27.example,Newsletter 27,,,2026-05-27T09:09:00Z,2026-05-27T09:09:00Z,2026-05-27T09:09:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-28@mail.example>,nm-noise-28,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--28,Data Platform Team,news@newsletter28.example,newsletter28.example,,10.0.0.1,,news@newsletter28.example,newsletter28.example,Newsletter 28,,,2026-05-27T10:16:00Z,2026-05-27T10:16:00Z,2026-05-27T10:16:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
tenant-lab-001-a000-0000-0000-000000000001,1,"{""SPF"":""Pass"",""DKIM"":""Pass"",""DMARC"":""Pass""}","{""UserReportedPhish"":false,""RootCause"":""Unrelated marketing""}",None,,AllowList,Delivered,Inbox,10001,Inbound,en,Delivered,,,Allow,Default,<nm-noise-29@mail.example>,nm-noise-29,jordan.velez@creditsafe.com,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,rpt-email--29,Data Platform Team,news@newsletter29.example,newsletter29.example,,10.0.0.1,,news@newsletter29.example,newsletter29.example,Newsletter 29,,,2026-05-27T11:23:00Z,2026-05-27T11:23:00Z,2026-05-27T11:23:12Z,1,,,1,Inbox,Delivered,,,,Email,"[""jordan.velez@creditsafe.com""]",[],None,EmailEvents
