TenantId,SourceSystem,TimeGenerated,ResourceId,OperationName,OperationVersion,Category,ResultType,ResultSignature,ResultDescription,DurationMs,CorrelationId,Resource,ResourceGroup,ResourceProvider,Identity,Level,Location,AlternateSignInName,AppDisplayName,AppId,AuthenticationContextClassReferences,AuthenticationDetails,AppliedEventListeners,AuthenticationMethodsUsed,AuthenticationProcessingDetails,AuthenticationRequirement,AuthenticationRequirementPolicies,ClientAppUsed,ConditionalAccessPolicies,ConditionalAccessStatus,CreatedDateTime,DeviceDetail,IsInteractive,Id,IPAddress,IsRisky,LocationDetails,MfaDetail,NetworkLocationDetails,OriginalRequestId,ProcessingTimeInMilliseconds,RiskDetail,RiskEventTypes,RiskState,Status,UserPrincipalName,SessionId,RiskLevel,Type
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T05:02:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,91,corr-svc-0502,,,,svc-pipeline@creditsafe.com,Informational,UK South,svc-pipeline@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":false,""Methods"":[]}",,None,,singleFactorAuthentication,,Mobile Apps and Desktop clients,[],success,2026-05-28T05:02:00Z,"{""displayName"":"""",""operatingSystem"":""Windows 11""}",0,sig-0011,10.0.4.50,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""none"",""result"":""success""}",,req-0011,131,,,none,"{""additionalDetails"":""""}",svc-pipeline@creditsafe.com,,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T05:45:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,92,corr-scan-0545,,,,svc-scanner@creditsafe.com,Informational,UK South,svc-scanner@creditsafe.com,Microsoft Graph,00000003-0000-0000-c000-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":false,""Methods"":[]}",,None,,singleFactorAuthentication,,Mobile Apps and Desktop clients,[],success,2026-05-28T05:45:00Z,"{""displayName"":"""",""operatingSystem"":""Windows 11""}",0,sig-0012,10.0.8.12,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""none"",""result"":""success""}",,req-0012,132,,,none,"{""additionalDetails"":""""}",svc-scanner@creditsafe.com,,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T06:02:00Z,,Sign-in activity,1.0,SignInLogs,50126,FAILURE,Failure,93,corr-false-leaver-01,,,,t.oconnor.contractor@creditsafe.com,Informational,UK South,t.oconnor.contractor@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password""]}",,Password,,multiFactorAuthentication,,Browser,[],failure,2026-05-28T06:02:00Z,"{""displayName"":""Unknown"",""operatingSystem"":""Unknown""}",1,sig-0013,203.0.113.8,1,"{""City"":""Unknown"",""CountryOrRegion"":""US"",""State"":""""}","{""authMethod"":""Password"",""result"":""failure""}",,req-0013,133,disabledAccount,disabledAccount,atRisk,"{""additionalDetails"":""{\""errorCode\"":50126,\""reason\"":\""Account disabled\""}""}",t.oconnor.contractor@creditsafe.com,,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T06:08:00Z,,Sign-in activity,1.0,SignInLogs,50126,FAILURE,Failure,94,corr-false-leaver-02,,,,t.oconnor.contractor@creditsafe.com,Informational,UK South,t.oconnor.contractor@creditsafe.com,Windows Sign In,00000002-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password""]}",,Password,,multiFactorAuthentication,,Browser,[],failure,2026-05-28T06:08:00Z,"{""displayName"":""Unknown"",""operatingSystem"":""Unknown""}",1,sig-0014,198.51.100.15,1,"{""City"":""Amsterdam"",""CountryOrRegion"":""NL"",""State"":""""}","{""authMethod"":""Password"",""result"":""failure""}",,req-0014,134,invalidCredentials,invalidCredentials,atRisk,"{""additionalDetails"":""{\""errorCode\"":50126}""}",t.oconnor.contractor@creditsafe.com,,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T06:11:30Z,,Sign-in activity,1.0,SignInLogs,50126,FAILURE,Failure,95,corr-false-leaver,,,,t.oconnor.contractor@creditsafe.com,Informational,UK South,t.oconnor.contractor@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password""]}",,Password,,multiFactorAuthentication,,Browser,[],failure,2026-05-28T06:11:30Z,"{""displayName"":""Unknown"",""operatingSystem"":""Unknown""}",1,sig-0015,203.0.113.5,1,"{""City"":""Unknown"",""CountryOrRegion"":""US"",""State"":""""}","{""authMethod"":""Password"",""result"":""failure""}",,req-0015,135,disabledAccount,disabledAccount,atRisk,"{""additionalDetails"":""{\""errorCode\"":50126}""}",t.oconnor.contractor@creditsafe.com,,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T06:25:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,96,corr-ap-0625,,,,alex.park@creditsafe.com,Informational,UK South,alex.park@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T06:25:00Z,"{""displayName"":""CS-LT-04421"",""operatingSystem"":""Windows 11""}",1,sig-0016,10.24.12.88,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0016,136,,,none,"{""additionalDetails"":""""}",alex.park@creditsafe.com,sess-ap-0625,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T06:40:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,97,corr-pn-0640,,,,priya.nair@creditsafe.com,Informational,UK South,priya.nair@creditsafe.com,Azure Portal,00000003-0000-0000-c000-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T06:40:00Z,"{""displayName"":""CS-LT-05219"",""operatingSystem"":""Windows 11""}",1,sig-0017,10.24.14.22,0,"{""City"":""London"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0017,137,,,none,"{""additionalDetails"":""""}",priya.nair@creditsafe.com,sess-pn-0640,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T07:00:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,98,corr-lc-0700,,,,liam.chen@creditsafe.com,Informational,UK South,liam.chen@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T07:00:00Z,"{""displayName"":""CS-DEV-01407"",""operatingSystem"":""Windows 11""}",1,sig-0018,10.24.19.44,0,"{""City"":""Bristol"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0018,138,,,none,"{""additionalDetails"":""""}",liam.chen@creditsafe.com,sess-lc-0700,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T07:15:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,99,corr-nb-0715,,,,noah.banks@creditsafe.com,Informational,UK South,noah.banks@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T07:15:00Z,"{""displayName"":""CS-LT-06102"",""operatingSystem"":""Windows 11""}",1,sig-0019,198.18.0.60,1,"{""City"":""Edinburgh"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0019,139,unfamiliarLocation,unfamiliarLocation,none,"{""additionalDetails"":""{\""TravelStatus\"":\""Conference day 2\""}""}",noah.banks@creditsafe.com,sess-nb-0715,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T07:22:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,100,corr-sh-0722,,,,samira.holt@creditsafe.com,Informational,UK South,samira.holt@creditsafe.com,Microsoft Teams,48ad82fe-8d80-4c8c-8c3c-3c3c3c3c3c3c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T07:22:00Z,"{""displayName"":""CS-LT-04773"",""operatingSystem"":""Windows 11""}",1,sig-0020,10.24.21.77,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0020,140,,,none,"{""additionalDetails"":""""}",samira.holt@creditsafe.com,sess-sh-0722,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T07:30:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,101,corr-mk-0730,,,,morgan.kim@creditsafe.com,Informational,UK South,morgan.kim@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T07:30:00Z,"{""displayName"":""CS-LT-03811"",""operatingSystem"":""Windows 11""}",1,sig-0021,10.24.16.10,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0021,141,,,none,"{""additionalDetails"":""""}",morgan.kim@creditsafe.com,sess-mk-0730,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T07:56:10Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,102,corr-jv-0701,,,,jordan.velez@creditsafe.com,Informational,UK South,jordan.velez@creditsafe.com,Microsoft 365,00000003-0000-0ff1-ce00-000000000000,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T07:56:10Z,"{""displayName"":""CS-DEV-01982"",""operatingSystem"":""Windows 11""}",1,sig-0022,198.18.0.44,1,"{""City"":""Dublin"",""CountryOrRegion"":""IE"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0022,142,unfamiliarLocation,unfamiliarLocation,none,"{""additionalDetails"":""{\""VpnCorrelation\"":\""User on corporate VPN per helpdesk ticket VPN-48291\""}""}",jordan.velez@creditsafe.com,sess-jv-0701-aa11,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:00:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,103,corr-lc-0800,,,,liam.chen@creditsafe.com,Informational,UK South,liam.chen@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:00:00Z,"{""displayName"":""CS-DEV-01407"",""operatingSystem"":""Windows 11""}",1,sig-0023,10.24.19.44,0,"{""City"":""Bristol"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0023,143,,,none,"{""additionalDetails"":""""}",liam.chen@creditsafe.com,sess-lc-0800,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:05:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,104,corr-pn-0805,,,,priya.nair@creditsafe.com,Informational,UK South,priya.nair@creditsafe.com,Microsoft Office,d3590ed6-52b3-4102-aeff-aad2292ab01c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Mobile Apps and Desktop clients,[],success,2026-05-28T08:05:00Z,"{""displayName"":""CS-LT-05219"",""operatingSystem"":""Windows 11""}",1,sig-0024,10.24.14.22,0,"{""City"":""London"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0024,144,,,none,"{""additionalDetails"":""""}",priya.nair@creditsafe.com,sess-pn-0805,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:12:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,105,corr-ap-0812,,,,alex.park@creditsafe.com,Informational,UK South,alex.park@creditsafe.com,Microsoft Teams,48ad82fe-8d80-4c8c-8c3c-3c3c3c3c3c3c,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:12:00Z,"{""displayName"":""CS-LT-04421"",""operatingSystem"":""Windows 11""}",1,sig-0025,10.24.12.88,0,"{""City"":""Cardiff"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0025,145,,,none,"{""additionalDetails"":""""}",alex.park@creditsafe.com,sess-ap-0812,,
tenant-lab-001-a000-0000-0000-000000000001,Azure AD,2026-05-28T08:18:00Z,,Sign-in activity,1.0,SignInLogs,0,SUCCESS,Success,106,corr-nb-0818,,,,noah.banks@creditsafe.com,Informational,UK South,noah.banks@creditsafe.com,Azure DevOps,499b84ac-1321-427f-aa17-267ca0a5a001,"[{""Id"":""urn:oasis:names:tc:SAML:2.0:ac:classes:PasswordProtectedTransport""}]","{""MfaRequired"":true,""Methods"":[""Password"",""PhoneAppNotification""]}",,"Password, PhoneAppNotification",,multiFactorAuthentication,,Browser,[],success,2026-05-28T08:18:00Z,"{""displayName"":""CS-LT-06102"",""operatingSystem"":""Windows 11""}",1,sig-0026,198.18.0.60,0,"{""City"":""Edinburgh"",""CountryOrRegion"":""GB"",""State"":""""}","{""authMethod"":""PhoneAppNotification"",""result"":""success""}",,req-0026,146,,,none,"{""additionalDetails"":""""}",noah.banks@creditsafe.com,sess-nb-0818,,
